The low budget sci-fi setting was a lot more appealing to me than the more polished Judgement Day 	 I see I thought the first one was a little bit campy
I see I thought the first one was a little bit campy 	 That 's part of the charm
Did you see The Road to Perdition 	 Yes I loved that movie what a job Tom Hanks did
Yes I loved that movie what a job Tom Hanks did 	 I was so sceptical of Tom Hanks as a ganster but was pleasentkly surprised
I was so sceptical of Tom Hanks as a ganster but was pleasentkly surprised 	 I know he was amazing in the movie
I know he was amazing in the movie 	 The plot was incredible and it kept me on the edge of my seat the entire movie
The plot was incredible and it kept me on the edge of my seat the entire movie 	 My favorite part was when Tom Hanks killed the mob boss on the street
My favorite part was when Tom Hanks killed the mob boss on the street 	 Yeah what a line Paul Newman said when he realized what was happenning I am glad it was you
Yeah what a line Paul Newman said when he realized what was happenning I am glad it was you 	 Talk about chills what a moment
Talk about chills what a moment 	 The end was so surprising too you thought Tom Hanks and his son were in the clear than bang the hitman shoots Tom Hanks in front of his son Michael
The end was so surprising too you thought Tom Hanks and his son were in the clear than bang the hitman shoots Tom Hanks in front of his son Michael 	 The whole movie just blew me away I can watch it over and over
Did you get a chance to see John Wick Chapter 	 Yea but I did n't really like it
Yea but I did n't really like it 	 Oh that 's too bad Why not
Oh that 's too bad Why not 	 Well it just was n't as cool as the first one
Well it just was n't as cool as the first one 	 I thought it was better than the first It had way more assasins in it
I thought it was better than the first It had way more assasins in it 	 Yea that 's true and that fight scene with Keanu Reeves and Common was pretty good
Yea that 's true and that fight scene with Keanu Reeves and Common was pretty good 	 Yea That was awesome
Yea That was awesome 	 I guess it was n't so bad afterall
I guess it was n't so bad afterall 	 Yea and the next one looks like it will be even better
Yea and the next one looks like it will be even better 	 That 's true the next could be pretty good
Can you imagine a world where denzel washington did not do action 	 That would be a crazy world
That would be a crazy world 	 Yeah it would
Yeah it would 	 It would be a world that was nowhere near as good
It would be a world that was nowhere near as good 	 I know he is funny but He is the bomb in action
I know he is funny but He is the bomb in action 	 I know it would not be the same
I know it would not be the same 	 I love him in Django unchained
I love him in Django unchained 	 He is amazing in that
He is amazing in that 	 One of his best
One of his best 	 Easily the best
Hello 	 Hey there
Hey there 	 Do you like the action genre
Do you like the action genre 	 Like for movies
Like for movies 	 Yeah
Yeah 	 Sure
Sure 	 Do you have a favorite
Do you have a favorite 	 Yeah sure I like Jaws
Yeah sure I like Jaws 	 Oh yeah a classic
Oh yeah a classic 	 Yep
Have you seen Ninja Assassin 	 No what 's that
No what 's that 	 You 'd love it I 'm sure
You 'd love it I 'm sure 	 Probably the title is great
Probably the title is great 	 Basically there 's a clan of ninjas
Basically there 's a clan of ninjas 	 Let me guess one 's an assassin
Let me guess one 's an assassin 	 Well duh But more specifically he is kicked out of and then hunted down by his clan
Well duh But more specifically he is kicked out of and then hunted down by his clan 	 Oooh nice How 's the action
Oooh nice How 's the action 	 Completely hilariously over-the-top but overly-edited
Completely hilariously over-the-top but overly-edited 	 I 'll have to check it out
So who 's your favorite Action movie star 	 It 's a four way tie I ca n't decide between Arnold Jean Claude Van Damme Jackie Chan and Bruce Willis
It 's a four way tie I ca n't decide between Arnold Jean Claude Van Damme Jackie Chan and Bruce Willis 	 Okay first off I wo n't even dicuss Arnold And Van Damme Please He 's done Jackie Chan and Bruce Willis I 'll give you
Okay first off I wo n't even dicuss Arnold And Van Damme Please He 's done Jackie Chan and Bruce Willis I 'll give you 	 Okay who is your favorite action movie Star
Okay who is your favorite action movie Star 	 Bruce Lee Hands down
Bruce Lee Hands down 	 Oh good Let 's go with a guy who 's been dead for forty years Bruce Lee is so dead even his son is dead
Oh good Let 's go with a guy who 's been dead for forty years Bruce Lee is so dead even his son is dead 	 Are n't you a big fan of Abbot and Costello
Are n't you a big fan of Abbot and Costello 	 Yeah So
Yeah So 	 So you 're a fan of comedians from sixty or seventy years ago but you dismiss my action star from forty years ago Hypocrite
So you 're a fan of comedians from sixty or seventy years ago but you dismiss my action star from forty years ago Hypocrite 	 Okay YOu got me there
What was better John Wick or John Wick 	 That 's a tough decision
That 's a tough decision 	 I would go with the second just because of the higher body count
I would go with the second just because of the higher body count 	 True but the first had a better story
True but the first had a better story 	 I would agree with you there since they killed his dog
I would agree with you there since they killed his dog 	 The second had the better action pieces though
